contractor_id,contractor_name,specialization,district,rating,tier,years_in_business,gst_number,mobile_number,email,active_contracts,completion_rate_percent,status,area_sq_ft,predicted_contract_amount_inr
VEN0154,Reliable HVAC Works,Cleaning,Bharuch,4.3,Silver,9,24HKTIO1325F1ZX,9694178222,reliablehvacworks@gmail.com,96,84,Active,894,7160
VEN0155,Metro Electrical Solutions,Pest Control,Ahmedabad,4.5,Silver,19,24YWJIX8521Y1ZQ,9225074553,metroelectricalsolutions@gmail.com,49,94,Active,5872,33900
VEN0156,Metro Landscaping Care,Cleaning,Ahmedabad,4.0,Bronze,23,24FPIPG5246L1ZF,9427382115,metrolandscapingcare@gmail.com,63,83,Active,1738,13520
VEN0157,A1 Furniture Associates,HVAC,Gandhinagar,4.2,Silver,6,24UTMAK1865K1ZZ,9428001228,a1furnitureassociates@gmail.com,29,94,Active,6784,146830
VEN0158,Reliable Painting Works,Landscaping,Bharuch,4.1,Bronze,13,24ADWZF5617L1ZK,9647832611,reliablepaintingworks@gmail.com,91,93,Active,9797,148250
VEN0159,Green Electrical Solutions,Furniture,Mehsana,3.8,Bronze,12,24QSPKX7975O1ZN,9181227723,greenelectricalsolutions@gmail.com,29,82,Active,1637,55750
VEN0160,Elite Landscaping Services,HVAC,Vadodara,3.6,Bronze,5,24GERXI2261F1ZA,9039848951,elitelandscapingservices@gmail.com,143,85,Active,3385,72390
VEN0161,Urban Water Tank Cleaning Infra,Landscaping,Navsari,4.3,Silver,13,24MFCIK1057E1ZL,9256472775,urbanwatertankcleaninginfra@gmail.com,6,97,Active,13592,195130
VEN0162,Modern Furniture Infra,HVAC,Kutch,4.8,Gold,9,24ETKJG4279Z1ZW,9627848126,modernfurnitureinfra@gmail.com,120,88,Active,6450,143760
VEN0163,Shree Plumbing Services,Cleaning,Bhavnagar,5.0,Gold,5,24HDLAC0247P1ZL,9473890704,shreeplumbingservices@gmail.com,54,88,Active,3586,27910
VEN0164,Royal HVAC Care,Cleaning,Gandhinagar,3.9,Bronze,16,24TCRFK9917X1ZR,9526188216,royalhvaccare@gmail.com,88,80,Active,1713,14260
VEN0165,Crystal Painting Maintenance,Furniture,Ahmedabad,3.8,Bronze,3,24PRREU2463Y1ZU,9031514356,crystalpaintingmaintenance@gmail.com,93,94,Active,701,25420
VEN0166,Eco Cleaning Infra,Plumbing,Bharuch,4.1,Bronze,3,24MLHSE1372T1ZR,9154854757,ecocleaninginfra@gmail.com,9,99,Active,1980,45480
VEN0167,Modern Water Tank Cleaning Facility Management,Electrical,Kutch,4.0,Bronze,8,24NMOPI6150E1ZF,9824058657,modernwatertankcleaningfacilitymanagement@gmail.com,70,81,Active,947,25820
VEN0168,Modern Furniture Maintenance,Cleaning,Gandhinagar,4.6,Silver,22,24MXCUB5943W1ZB,9820039907,modernfurnituremaintenance@gmail.com,141,92,Active,4516,36740
VEN0169,Eco Furniture Associates,Water Tank Cleaning,Bhavnagar,4.5,Silver,19,24TKCQJ4681F1ZR,9431943393,ecofurnitureassociates@gmail.com,100,93,Active,826,6420
VEN0170,Skyline Security Maintenance,Landscaping,Gandhinagar,3.9,Bronze,14,24TYGZL3795Q1ZE,9933280862,skylinesecuritymaintenance@gmail.com,146,96,Active,12830,185370
VEN0171,Sunrise Water Tank Cleaning Maintenance,Cleaning,Valsad,3.8,Bronze,13,24EGXGG3552C1ZX,9344878060,sunrisewatertankcleaningmaintenance@gmail.com,102,82,Active,2957,24690
VEN0172,Sai Security Works,HVAC,Patan,4.8,Gold,5,24WFQPA7330R1ZS,9152073455,saisecurityworks@gmail.com,61,93,Active,5300,117430
VEN0173,Gujarat HVAC Enterprises,Electrical,Morbi,3.8,Bronze,20,24TOGKL6741M1ZU,9559522465,gujarathvacenterprises@gmail.com,33,93,Active,3420,95500
VEN0174,Skyline Security Works,Security,Ahmedabad,3.9,Bronze,11,24EJVUQ4926E1ZY,9707261823,skylinesecurityworks@gmail.com,33,89,Active,3427,42290
VEN0175,Urban Pest Control Services,Landscaping,Gandhinagar,4.1,Bronze,8,24OTOQZ6639Q1ZB,9202624906,urbanpestcontrolservices@gmail.com,97,83,Active,9317,144050
VEN0176,Shree Painting Infra,HVAC,Rajkot,3.9,Bronze,12,24MPCFZ5709J1ZK,9470633992,shreepaintinginfra@gmail.com,20,88,Active,2071,44150
VEN0177,Green Cleaning Associates,Furniture,Jamnagar,4.9,Gold,12,24XRCJY6622E1ZN,9993521588,greencleaningassociates@gmail.com,84,96,Active,1882,63210
VEN0178,Crystal Security Solutions,Electrical,Bhavnagar,4.4,Silver,12,24VDAIZ9378U1ZX,9271176252,crystalsecuritysolutions@gmail.com,64,87,Active,2861,79560
VEN0179,Shree Security Solutions,Pest Control,Jamnagar,4.6,Silver,18,24VMQEK4124A1ZI,9926221946,shreesecuritysolutions@gmail.com,88,94,Active,2744,16340
VEN0180,Royal HVAC Infra,Water Tank Cleaning,Kutch,4.7,Gold,25,24IPTPN8754B1ZH,9537556023,royalhvacinfra@gmail.com,82,89,Active,4958,39530
VEN0181,Urban Plumbing Infra,Cleaning,Jamnagar,4.0,Bronze,16,24VLSCU9614O1ZA,9157242697,urbanplumbinginfra@gmail.com,36,82,Active,2429,19880
VEN0182,Metro Pest Control Works,HVAC,Bhavnagar,3.7,Bronze,14,24OBEIW8117B1ZN,9379218907,metropestcontrolworks@gmail.com,8,94,Active,2452,54880
VEN0183,Elite Pest Control Associates,Water Tank Cleaning,Morbi,4.7,Gold,9,24FRLLP0826G1ZB,9103105630,elitepestcontrolassociates@gmail.com,32,93,Active,3863,32400
VEN0184,Crystal Plumbing Engineers,Water Tank Cleaning,Bhavnagar,4.5,Silver,16,24TJATI8878C1ZJ,9418342205,crystalplumbingengineers@gmail.com,140,82,Active,2123,16300
VEN0185,Elite Water Tank Cleaning Engineers,Security,Bharuch,4.2,Silver,18,24OQYPM7488H1ZW,9211477264,elitewatertankcleaningengineers@gmail.com,16,90,Active,9337,110950
VEN0186,Modern Landscaping Facility Management,Furniture,Navsari,3.6,Bronze,10,24UINIA6376A1ZF,9189440114,modernlandscapingfacilitymanagement@gmail.com,142,90,Active,1694,58340
VEN0187,Urban HVAC Services,Painting,Mehsana,4.8,Gold,19,24NFRUX3920M1ZU,9516117387,urbanhvacservices@gmail.com,74,93,Active,4844,90350
VEN0188,Om Pest Control Facility Management,Painting,Gandhinagar,4.1,Bronze,18,24HCUUX4045G1ZK,9975718896,ompestcontrolfacilitymanagement@gmail.com,38,86,Active,504,8840
VEN0189,Secure Electrical Services,Cleaning,Vadodara,4.0,Bronze,12,24MBNRI5383G1ZJ,9234112065,secureelectricalservices@gmail.com,57,97,Active,3455,26780
VEN0190,A1 Plumbing Engineers,Plumbing,Vadodara,4.4,Silver,11,24PILDM6104F1ZW,9558663876,a1plumbingengineers@gmail.com,141,82,Active,2201,52550
VEN0191,Urban Water Tank Cleaning Enterprises,Pest Control,Rajkot,3.7,Bronze,16,24IQTMY1823F1ZW,9938340148,urbanwatertankcleaningenterprises@gmail.com,77,91,Active,459,2730
VEN0192,Prime Landscaping Solutions,Electrical,Mehsana,4.2,Silver,19,24QUNKK6593K1ZG,9857475260,primelandscapingsolutions@gmail.com,129,83,Active,758,20750
VEN0193,Urban Security Associates,Pest Control,Bhavnagar,3.7,Bronze,11,24YBCVU3460E1ZS,9960115351,urbansecurityassociates@gmail.com,86,89,Active,7911,46280
VEN0194,Gujarat HVAC Works,Water Tank Cleaning,Ahmedabad,5.0,Gold,21,24ZKDHJ5078L1ZD,9882733335,gujarathvacworks@gmail.com,49,95,Active,3773,31460
VEN0195,Prime Painting Enterprises,Electrical,Ahmedabad,3.8,Bronze,6,24SMLZC6447T1ZN,9644832404,primepaintingenterprises@gmail.com,65,96,Active,3899,108550
VEN0196,A1 HVAC Associates,Cleaning,Surat,4.4,Silver,20,24MJPZC7587I1ZO,9556266665,a1hvacassociates@gmail.com,84,99,Active,3319,27510
VEN0197,Sai Security Associates,Pest Control,Valsad,4.7,Gold,18,24XOIJZ2165J1ZX,9726556270,saisecurityassociates@gmail.com,129,82,Active,2261,13630
VEN0198,A1 Painting Enterprises,Painting,Bharuch,4.5,Silver,2,24TPXTR3172F1ZZ,9509958874,a1paintingenterprises@gmail.com,103,87,Active,974,16740
VEN0199,Urban Plumbing Facility Management,Security,Surat,4.4,Silver,22,24GVBMM4992V1ZW,9325427335,urbanplumbingfacilitymanagement@gmail.com,15,83,Active,4446,56020
VEN0200,Sunrise Security Infra,Painting,Mehsana,4.5,Silver,10,24GCRKU7751K1ZV,9615680014,sunrisesecurityinfra@gmail.com,61,89,Active,5147,95760
VEN0201,A1 Furniture Services,Electrical,Surat,3.6,Bronze,21,24RVYQS1816U1ZS,9811126049,a1furnitureservices@gmail.com,114,90,Active,622,18230
VEN0202,A1 Plumbing Solutions,Cleaning,Kutch,4.0,Bronze,14,24IBYGL4961P1ZD,9172697105,a1plumbingsolutions@gmail.com,69,94,Active,1501,12520
VEN0203,Shree Pest Control Enterprises,Cleaning,Surat,4.5,Silver,23,24KDIKA7744X1ZY,9802367159,shreepestcontrolenterprises@gmail.com,90,89,Active,4781,39580
VEN0204,Om Pest Control Engineers,Plumbing,Surat,4.5,Silver,14,24RHKCR4841B1ZG,9092376498,ompestcontrolengineers@gmail.com,9,81,Active,483,11210
VEN0205,Reliable Cleaning Works,Cleaning,Kutch,4.7,Gold,5,24FRNYW5720X1ZE,9409626069,reliablecleaningworks@gmail.com,29,94,Active,1830,14620
VEN0206,Crystal Water Tank Cleaning Solutions,Electrical,Rajkot,4.7,Gold,17,24PQBFI8741V1ZS,9539201027,crystalwatertankcleaningsolutions@gmail.com,48,91,Active,825,22440
VEN0207,Sunrise Plumbing Care,Water Tank Cleaning,Surat,3.9,Bronze,6,24CWPUA4010U1ZS,9848762654,sunriseplumbingcare@gmail.com,49,99,Active,4693,37170
VEN0208,Sai Water Tank Cleaning Enterprises,Water Tank Cleaning,Vadodara,4.6,Silver,22,24VHKOE9968R1ZQ,9276217694,saiwatertankcleaningenterprises@gmail.com,50,85,Active,2152,16460
VEN0209,Sai Cleaning Works,HVAC,Bharuch,4.0,Bronze,12,24QXLCB5105C1ZH,9753163730,saicleaningworks@gmail.com,110,86,Active,3371,73260
VEN0210,Green Furniture Solutions,Pest Control,Surat,4.3,Silver,15,24DYLKD7692E1ZB,9601841386,greenfurnituresolutions@gmail.com,48,98,Active,4622,29080
VEN0211,Sunrise Furniture Solutions,Landscaping,Morbi,4.2,Silver,8,24PVHST2358S1ZE,9984097543,sunrisefurnituresolutions@gmail.com,30,94,Active,10938,160220
VEN0212,Elite Furniture Solutions,Cleaning,Patan,4.4,Silver,8,24DHQCM3787A1ZO,9417186706,elitefurnituresolutions@gmail.com,103,90,Active,4266,35100
VEN0213,Secure Cleaning Engineers,Painting,Gandhinagar,4.2,Silver,23,24CWTBY6813T1ZB,9315072921,securecleaningengineers@gmail.com,127,98,Active,2235,40050
VEN0214,Eco Furniture Works,Painting,Patan,4.1,Bronze,10,24BJLNV4588O1ZT,9366981803,ecofurnitureworks@gmail.com,50,89,Active,4917,87820
VEN0215,Om Electrical Enterprises,Plumbing,Morbi,4.0,Bronze,6,24WNQHZ5134U1ZA,9208296436,omelectricalenterprises@gmail.com,88,95,Active,3293,82650
VEN0216,Secure Landscaping Care,Water Tank Cleaning,Jamnagar,4.2,Silver,11,24EGMZU0341F1ZW,9511797119,securelandscapingcare@gmail.com,37,94,Active,2447,20550
VEN0217,A1 Security Enterprises,Cleaning,Mehsana,3.9,Bronze,13,24DLZND0979K1ZE,9079374299,a1securityenterprises@gmail.com,42,98,Active,3353,26970
VEN0218,Urban Security Solutions,Cleaning,Jamnagar,4.6,Silver,23,24OIKVL0065H1ZZ,9920546051,urbansecuritysolutions@gmail.com,86,99,Active,4068,33250
VEN0219,Secure Cleaning Works,HVAC,Junagadh,4.2,Silver,14,24JHJZW0749Z1ZO,9289481502,securecleaningworks@gmail.com,126,96,Active,6702,142350
VEN0220,Reliable Electrical Maintenance,Electrical,Ahmedabad,4.7,Gold,15,24QHEMO9182P1ZB,9835472713,reliableelectricalmaintenance@gmail.com,125,83,Active,2961,81220
VEN0221,Elite Furniture Services,Painting,Morbi,3.8,Bronze,4,24PJMLG6983X1ZS,9025146303,elitefurnitureservices@gmail.com,96,81,Active,3559,67060
VEN0222,Gujarat Painting Associates,Electrical,Gandhinagar,4.5,Silver,22,24ECTOW8636W1ZL,9058053439,gujaratpaintingassociates@gmail.com,31,86,Active,2094,59100
VEN0223,Prime Landscaping Facility Management,Landscaping,Rajkot,4.8,Gold,15,24LBVYM3388T1ZQ,9737082812,primelandscapingfacilitymanagement@gmail.com,37,86,Active,9479,142780
VEN0224,Prime Electrical Infra,Electrical,Vadodara,4.6,Silver,2,24UTBCU5012C1ZJ,9677929130,primeelectricalinfra@gmail.com,76,98,Active,2149,61660
VEN0225,Modern Security Enterprises,Water Tank Cleaning,Anand,4.8,Gold,18,24OCPAF1295X1ZD,9998461618,modernsecurityenterprises@gmail.com,102,93,Active,1791,13690
VEN0226,Eco Landscaping Facility Management,Security,Rajkot,4.2,Silver,16,24CDTSO0312T1ZX,9394528108,ecolandscapingfacilitymanagement@gmail.com,126,91,Active,4561,55190
VEN0227,Crystal Cleaning Care,HVAC,Valsad,4.5,Silver,18,24RCDKP1990G1ZK,9284244775,crystalcleaningcare@gmail.com,107,91,Active,3040,66900
VEN0228,Elite Water Tank Cleaning Infra,Landscaping,Bharuch,5.0,Gold,6,24TCGMQ1000V1ZA,9936160077,elitewatertankcleaninginfra@gmail.com,124,86,Active,2049,31820
VEN0229,Gujarat Pest Control Care,Landscaping,Mehsana,4.3,Silver,19,24OYALX3334B1ZF,9583741741,gujaratpestcontrolcare@gmail.com,130,97,Active,6539,94720
VEN0230,Sunrise Water Tank Cleaning Care,Plumbing,Surat,4.3,Silver,14,24GPJRT2051L1ZL,9857634940,sunrisewatertankcleaningcare@gmail.com,67,87,Active,286,7180
VEN0231,Royal Painting Maintenance,Electrical,Navsari,3.7,Bronze,5,24IAILW5926S1ZA,9933581635,royalpaintingmaintenance@gmail.com,91,85,Active,2709,72670
VEN0232,Gujarat Security Infra,Electrical,Gandhinagar,3.9,Bronze,11,24GHOUQ9755I1ZC,9554308526,gujaratsecurityinfra@gmail.com,85,86,Active,2568,69640
VEN0233,Skyline HVAC Engineers,Pest Control,Bhavnagar,4.5,Silver,2,24QNEMR8926Z1ZT,9899702427,skylinehvacengineers@gmail.com,81,93,Active,2185,13230
VEN0234,Skyline Security Solutions,HVAC,Bharuch,4.5,Silver,11,24QGPKC1284R1ZN,9492207256,skylinesecuritysolutions@gmail.com,15,95,Active,6020,134760
VEN0235,Shree Cleaning Solutions,Painting,Vadodara,4.0,Bronze,15,24XRXKV8255D1ZQ,9657540573,shreecleaningsolutions@gmail.com,104,87,Active,2304,40370
VEN0236,Skyline Furniture Enterprises,Furniture,Bharuch,3.7,Bronze,16,24KWBNS1542I1ZZ,9937809686,skylinefurnitureenterprises@gmail.com,18,87,Active,114,3840
VEN0237,A1 Landscaping Infra,Security,Rajkot,4.0,Bronze,19,24WWKXK9208H1ZJ,9289687408,a1landscapinginfra@gmail.com,130,95,Active,1663,20730
VEN0238,Skyline Security Infra,Electrical,Bhavnagar,4.8,Gold,24,24GBKSO3676F1ZU,9460235127,skylinesecurityinfra@gmail.com,38,99,Active,3199,87300
VEN0239,Skyline Security Care,Plumbing,Bharuch,4.3,Silver,7,24RVUFK1898H1ZA,9996699171,skylinesecuritycare@gmail.com,107,99,Active,2784,67450
VEN0240,Skyline Water Tank Cleaning Engineers,Security,Bhavnagar,3.8,Bronze,20,24DSLXL6171Z1ZI,9241869264,skylinewatertankcleaningengineers@gmail.com,109,84,Active,1464,17780
VEN0241,Shree Painting Engineers,Pest Control,Anand,3.9,Bronze,13,24PQCMW9323N1ZX,9505094366,shreepaintingengineers@gmail.com,16,80,Active,2175,12940
VEN0242,A1 Landscaping Maintenance,HVAC,Junagadh,4.1,Bronze,6,24ZOPGN9813Q1ZN,9110188792,a1landscapingmaintenance@gmail.com,72,99,Active,1752,38870
VEN0243,A1 Landscaping Works,Plumbing,Mehsana,4.2,Silver,25,24ZTDWR7012B1ZP,9274990374,a1landscapingworks@gmail.com,131,83,Active,328,7890
VEN0244,Prime Electrical Works,Painting,Bhavnagar,3.7,Bronze,7,24TVORF9071C1ZH,9768066359,primeelectricalworks@gmail.com,87,84,Active,3206,60220
VEN0245,Shree Electrical Care,Pest Control,Valsad,4.8,Gold,22,24YPAZR9377Z1ZS,9188277560,shreeelectricalcare@gmail.com,70,85,Active,880,5120
VEN0246,Shree Furniture Enterprises,HVAC,Navsari,4.1,Bronze,22,24TRDML8361V1ZD,9854845478,shreefurnitureenterprises@gmail.com,52,93,Active,5411,121620
VEN0247,Secure Security Care,Plumbing,Morbi,4.5,Silver,18,24QNHLX4119H1ZQ,9455955447,securesecuritycare@gmail.com,69,91,Active,1174,27440
VEN0248,A1 Water Tank Cleaning Solutions,Cleaning,Rajkot,4.7,Gold,25,24REEKC8254V1ZO,9629811768,a1watertankcleaningsolutions@gmail.com,32,93,Active,3081,24390
VEN0249,Sunrise Cleaning Services,Cleaning,Bhavnagar,4.2,Silver,22,24MRWZP4693V1ZW,9680118610,sunrisecleaningservices@gmail.com,128,84,Active,4776,38860
VEN0250,Royal HVAC Associates,Painting,Valsad,3.9,Bronze,6,24MAEDS9485G1ZJ,9580067987,royalhvacassociates@gmail.com,146,89,Active,2255,39780
VEN0251,Elite Landscaping Maintenance,Pest Control,Anand,4.6,Silver,24,24BAOOG6816U1ZL,9441744556,elitelandscapingmaintenance@gmail.com,124,84,Active,4717,27780
VEN0252,Gujarat HVAC Infra,Security,Morbi,4.8,Gold,7,24QHTRD1614P1ZJ,9259326185,gujarathvacinfra@gmail.com,21,90,Active,2667,32810
VEN0253,Skyline Electrical Maintenance,Landscaping,Anand,3.9,Bronze,17,24GIJBW2165V1ZD,9794481167,skylineelectricalmaintenance@gmail.com,31,97,Active,12851,184530
VEN0254,Sai Landscaping Solutions,Electrical,Gandhinagar,3.8,Bronze,13,24EHLNT0631G1ZO,9970842127,sailandscapingsolutions@gmail.com,111,91,Active,3914,109130
VEN0255,Royal Plumbing Associates,Furniture,Jamnagar,4.2,Silver,15,24KKLWU3010Z1ZQ,9903910766,royalplumbingassociates@gmail.com,19,96,Active,1269,46630
VEN0256,Sunrise Painting Works,Cleaning,Bharuch,4.9,Gold,18,24PDKQX6643Z1ZZ,9678053785,sunrisepaintingworks@gmail.com,143,89,Active,4672,39230
VEN0257,Eco Electrical Associates,Landscaping,Mehsana,4.4,Silver,22,24EAUPG7791B1ZL,9251794503,ecoelectricalassociates@gmail.com,65,98,Active,4981,71530
VEN0258,Modern Painting Engineers,Water Tank Cleaning,Jamnagar,4.5,Silver,24,24JTCNF7414N1ZC,9041206457,modernpaintingengineers@gmail.com,72,98,Active,4674,36320
VEN0259,Elite HVAC Care,Pest Control,Patan,4.6,Silver,7,24DDSDS8124X1ZF,9939641501,elitehvaccare@gmail.com,100,89,Active,6915,40520
VEN0260,Prime Water Tank Cleaning Infra,Painting,Navsari,3.7,Bronze,8,24ETAOB0434K1ZZ,9388116761,primewatertankcleaninginfra@gmail.com,88,82,Active,3834,72000
VEN0261,Skyline HVAC Facility Management,Security,Surat,4.9,Gold,23,24XTQWS5775D1ZU,9516505148,skylinehvacfacilitymanagement@gmail.com,35,97,Active,3619,45080
VEN0262,Crystal Cleaning Engineers,Furniture,Valsad,4.7,Gold,4,24UPKBW0448K1ZM,9210112034,crystalcleaningengineers@gmail.com,48,81,Active,293,10640
VEN0263,Sai Painting Infra,Plumbing,Patan,3.7,Bronze,12,24GYXBG5255D1ZI,9044442829,saipaintinginfra@gmail.com,30,87,Active,597,14140
VEN0264,Sunrise Plumbing Engineers,Pest Control,Vadodara,4.4,Silver,22,24NUDOE2995B1ZA,9896610922,sunriseplumbingengineers@gmail.com,102,91,Active,5698,33020
VEN0265,Eco Water Tank Cleaning Associates,Plumbing,Vadodara,4.0,Bronze,11,24CSVSZ8258V1ZK,9697263293,ecowatertankcleaningassociates@gmail.com,39,80,Active,1965,48730
VEN0266,Elite Cleaning Services,HVAC,Morbi,4.5,Silver,14,24NUQCA8663M1ZT,9317604942,elitecleaningservices@gmail.com,10,88,Active,4102,92080
VEN0267,Modern Furniture Solutions,Painting,Anand,4.7,Gold,9,24ZZAMS6096D1ZI,9545656501,modernfurnituresolutions@gmail.com,21,84,Active,3969,72240
VEN0268,A1 Water Tank Cleaning Facility Management,Painting,Gandhinagar,4.8,Gold,23,24AZRPR8046U1ZB,9838415450,a1watertankcleaningfacilitymanagement@gmail.com,62,81,Active,3867,73000
VEN0269,Urban Security Services,Security,Vadodara,4.1,Bronze,20,24UZFRY9130U1ZD,9040798249,urbansecurityservices@gmail.com,18,90,Active,8151,99320
VEN0270,Secure Furniture Solutions,Water Tank Cleaning,Valsad,4.7,Gold,5,24QPCBA3801Z1ZO,9064100846,securefurnituresolutions@gmail.com,110,87,Active,1243,9450
VEN0271,Shree Pest Control Infra,HVAC,Rajkot,4.2,Silver,12,24QRANP1075G1ZS,9153461101,shreepestcontrolinfra@gmail.com,116,96,Active,6716,152440
VEN0272,Modern Painting Maintenance,Plumbing,Jamnagar,4.8,Gold,17,24IIJAP6058B1ZN,9396201464,modernpaintingmaintenance@gmail.com,89,98,Active,2876,67640
VEN0273,Reliable Water Tank Cleaning Engineers,Plumbing,Rajkot,4.2,Silver,16,24WXMXQ6424Y1ZK,9834800351,reliablewatertankcleaningengineers@gmail.com,117,86,Active,2846,69420
VEN0274,Eco Furniture Engineers,Painting,Bhavnagar,3.8,Bronze,12,24WGFEG1816D1ZK,9932869998,ecofurnitureengineers@gmail.com,21,83,Active,1306,24540
VEN0275,Prime Plumbing Facility Management,HVAC,Junagadh,3.9,Bronze,12,24PZGBQ1573B1ZU,9788982046,primeplumbingfacilitymanagement@gmail.com,21,85,Active,1696,35950
VEN0276,Secure HVAC Associates,Landscaping,Valsad,4.1,Bronze,7,24IJSSM2495B1ZG,9228338593,securehvacassociates@gmail.com,145,82,Active,7596,109560
VEN0277,Prime Electrical Engineers,Security,Anand,4.2,Silver,20,24BNILL3420O1ZH,9209255022,primeelectricalengineers@gmail.com,35,82,Active,6059,69850
VEN0278,Modern Cleaning Associates,Furniture,Mehsana,3.9,Bronze,10,24HVRHS9977I1ZA,9723998706,moderncleaningassociates@gmail.com,43,92,Active,1739,61190
VEN0279,Royal Furniture Facility Management,Landscaping,Valsad,4.3,Silver,25,24VICVL9448A1ZL,9183746324,royalfurniturefacilitymanagement@gmail.com,108,97,Active,2790,40900
VEN0280,Shree Water Tank Cleaning Services,Plumbing,Mehsana,4.9,Gold,20,24QPPWZ2351D1ZK,9548015064,shreewatertankcleaningservices@gmail.com,52,86,Active,1218,29540
VEN0281,Om HVAC Engineers,Painting,Vadodara,3.9,Bronze,16,24BNEWK1154C1ZM,9981247469,omhvacengineers@gmail.com,56,96,Active,2069,38050
VEN0282,Urban Painting Facility Management,Plumbing,Valsad,3.6,Bronze,4,24VPGIO4400U1ZO,9387388416,urbanpaintingfacilitymanagement@gmail.com,115,94,Active,979,22800
VEN0283,Green Plumbing Maintenance,Cleaning,Anand,3.7,Bronze,7,24HQHXS7249R1ZD,9901734254,greenplumbingmaintenance@gmail.com,23,94,Active,4475,36280
VEN0284,Eco HVAC Services,Electrical,Jamnagar,3.6,Bronze,12,24RMLCR7442F1ZF,9861171602,ecohvacservices@gmail.com,117,91,Active,874,23890
VEN0285,Crystal Furniture Services,Landscaping,Gandhinagar,4.8,Gold,16,24SVVQS8330A1ZB,9779320493,crystalfurnitureservices@gmail.com,54,82,Active,7912,118540
VEN0286,Royal Electrical Enterprises,Cleaning,Patan,4.6,Silver,18,24CIOEF5912L1ZK,9143340863,royalelectricalenterprises@gmail.com,22,86,Active,2303,19170
VEN0287,Skyline Painting Maintenance,Electrical,Bhavnagar,4.3,Silver,10,24YPZSR9636W1ZK,9960094575,skylinepaintingmaintenance@gmail.com,8,87,Active,1440,41720
VEN0288,Shree Water Tank Cleaning Solutions,HVAC,Anand,4.0,Bronze,21,24CDMFJ6279O1ZX,9813707487,shreewatertankcleaningsolutions@gmail.com,63,90,Active,4989,105280
VEN0289,Reliable Furniture Facility Management,Furniture,Anand,4.4,Silver,21,24WNEQB4909G1ZE,9058920737,reliablefurniturefacilitymanagement@gmail.com,67,93,Active,611,21220
VEN0290,Crystal Water Tank Cleaning Facility Management,Water Tank Cleaning,Valsad,4.0,Bronze,22,24FWMYJ3446N1ZY,9194740935,crystalwatertankcleaningfacilitymanagement@gmail.com,146,85,Active,1417,11080
VEN0291,A1 HVAC Care,Painting,Kutch,4.0,Bronze,19,24PBDME1057P1ZM,9999346540,a1hvaccare@gmail.com,36,92,Active,4130,70650
VEN0292,Crystal Furniture Infra,Security,Morbi,4.9,Gold,22,24RSQYT2086V1ZA,9662462698,crystalfurnitureinfra@gmail.com,8,83,Active,9516,117290
VEN0293,Om HVAC Infra,Electrical,Gandhinagar,4.6,Silver,15,24ELRNN8577X1ZC,9157822760,omhvacinfra@gmail.com,48,95,Active,701,19900
VEN0294,Shree Electrical Solutions,HVAC,Patan,4.7,Gold,22,24HLEED4515G1ZF,9278198491,shreeelectricalsolutions@gmail.com,47,82,Active,1614,34660
VEN0295,Gujarat Electrical Infra,Electrical,Mehsana,3.8,Bronze,2,24PMRCB7059D1ZG,9506979434,gujaratelectricalinfra@gmail.com,99,90,Active,2971,85190
VEN0296,Reliable Furniture Works,HVAC,Surat,4.5,Silver,13,24WUAWK8901Q1ZI,9972468560,reliablefurnitureworks@gmail.com,87,80,Active,5628,124460
VEN0297,Modern Cleaning Works,Furniture,Morbi,4.5,Silver,14,24TUJYY4661M1ZJ,9678877040,moderncleaningworks@gmail.com,145,94,Active,1812,62960
VEN0298,Crystal Pest Control Solutions,Landscaping,Anand,4.3,Silver,9,24FTRCL7199Y1ZI,9224811570,crystalpestcontrolsolutions@gmail.com,90,87,Active,1241,17700
VEN0299,Om Security Infra,HVAC,Patan,4.9,Gold,9,24FDCCT9713K1ZM,9500589336,omsecurityinfra@gmail.com,37,96,Active,1964,41370
VEN0300,Royal Electrical Infra,Pest Control,Mehsana,3.6,Bronze,6,24VHFRD2788B1ZT,9356285622,royalelectricalinfra@gmail.com,101,81,Active,7888,49140
VEN0301,Reliable Plumbing Facility Management,Furniture,Surat,4.8,Gold,7,24WSHVX1034P1ZL,9735261831,reliableplumbingfacilitymanagement@gmail.com,18,89,Active,1643,59830
VEN0302,Urban Plumbing Maintenance,Pest Control,Navsari,3.8,Bronze,6,24FUFQJ8178M1ZN,9610349153,urbanplumbingmaintenance@gmail.com,116,84,Active,7252,43710
VEN0303,Green Furniture Services,HVAC,Morbi,3.8,Bronze,11,24RYQJR7678U1ZM,9263104650,greenfurnitureservices@gmail.com,127,88,Active,3136,71300
VEN0304,Metro Water Tank Cleaning Enterprises,HVAC,Navsari,4.1,Bronze,20,24DISWN4738Z1ZZ,9508586726,metrowatertankcleaningenterprises@gmail.com,35,85,Active,2562,56830
VEN0305,Crystal Cleaning Associates,Security,Rajkot,4.2,Silver,3,24DFEOW0953R1ZF,9490395764,crystalcleaningassociates@gmail.com,130,90,Active,7158,82870
VEN0306,Secure Security Maintenance,Furniture,Rajkot,4.4,Silver,23,24VGEHV9623E1ZX,9602394024,securesecuritymaintenance@gmail.com,41,97,Active,1094,36860
VEN0307,Eco Electrical Engineers,Furniture,Junagadh,5.0,Gold,20,24RVPKD9406C1ZI,9115063328,ecoelectricalengineers@gmail.com,62,88,Active,1085,37250
